subject	Order	bin(stake size)	bin(risky/safe)	chose_risky	logrs
28	Safe first	Medium	2	0.0	0.4639974607448429
28	Safe first	Medium	3	0.5	0.5372455091342875
28	Safe first	Medium	4	0.7	0.6607933984175158
28	Safe first	Medium	5	0.75	0.7824408853050412
28	Safe first	Medium	6	0.875	0.971676299360964
28	Safe first	Large	0	0.2	0.25080549495852733
28	Safe first	Large	1	0.4	0.3841072546233296
28	Safe first	Large	2	0.5	0.47148841269552905
28	Safe first	Large	3	0.4	0.5469800076111163
28	Safe first	Large	4	0.75	0.6531921051963021
28	Safe first	Large	5	0.8333333333333334	0.7733931337983323
28	Safe first	Large	6	0.9	0.9525750438904851
29	Risky first	Small	0	0.4166666666666667	0.06783562130257574
29	Risky first	Small	1	0.25	0.25131442828090617
29	Risky first	Small	2	0.4	0.3867179329334545
29	Risky first	Small	3	0.75	0.5461433649456652
29	Risky first	Small	4	0.8	0.6921241604265912
29	Risky first	Small	5	0.875	0.9605533685086596
29	Risky first	Medium	0	0.3888888888888889	0.0639406867237865
29	Risky first	Medium	1	0.2	0.2659295684956607
29	Risky first	Medium	2	0.625	0.4170951120168876
29	Risky first	Medium	3	0.2	0.5443664681233613
29	Risky first	Medium	4	0.5	0.7089004572227318
29	Risky first	Medium	5	0.625	0.9929517344574469
29	Risky first	Large	0	0.1111111111111111	0.07252308510087813
29	Risky first	Large	1	0.4	0.28102569968879954
29	Risky first	Large	2	0.375	0.42529256772263535
29	Risky first	Large	3	0.6	0.5697421560353865
29	Risky first	Large	4	0.75	0.7068143884936631
29	Risky first	Large	5	0.7	0.9474549559938718
29	Safe first	Small	0	0.08333333333333333	0.06783562130257574
29	Safe first	Small	1	0.75	0.25131442828090617
29	Safe first	Small	2	0.1	0.3867179329334545
29	Safe first	Small	3	0.5	0.5461433649456652
29	Safe first	Small	4	0.5	0.6921241604265912
29	Safe first	Small	5	1.0	0.9605533685086596
29	Safe first	Medium	0	0.4444444444444444	0.0639406867237865
29	Safe first	Medium	1	0.5	0.2659295684956607
29	Safe first	Medium	2	0.5	0.4170951120168876
29	Safe first	Medium	3	0.5	0.5443664681233613
29	Safe first	Medium	4	0.8	0.7089004572227318
29	Safe first	Medium	5	0.875	0.9929517344574469
29	Safe first	Large	0	0.5	0.07252308510087813
29	Safe first	Large	1	0.3	0.28102569968879954
29	Safe first	Large	2	0.5	0.42529256772263535
29	Safe first	Large	3	0.6	0.5697421560353865
29	Safe first	Large	4	0.75	0.7068143884936631
29	Safe first	Large	5	0.8	0.9474549559938718
30	Risky first	Small	0	0.25	0.09452789628323055
30	Risky first	Small	1	0.5	0.42285411442292187
30	Risky first	Small	2	0.5	0.5715232768456416
30	Risky first	Small	3	0.625	0.6918684053932527
30	Risky first	Small	4	1.0	0.8332730452535622
30	Risky first	Small	5	0.625	1.024299407801127
30	Risky first	Small	6	0.875	1.274571820544327
30	Risky first	Medium	0	0.1	0.09603120014195074
30	Risky first	Medium	1	0.1	0.37550003960324585
30	Risky first	Medium	2	0.0	0.5486675743827807
30	Risky first	Medium	3	0.125	0.6800047758731564
30	Risky first	Medium	4	0.08333333333333333	0.8510546756281322
30	Risky first	Medium	5	0.375	1.0311491513481554
30	Risky first	Medium	6	0.5	1.279948371849568
30	Risky first	Large	0	0.0	0.09603120014195074
30	Risky first	Large	1	0.25	0.3713247516687034
30	Risky first	Large	2	0.125	0.5277039967735649
30	Risky first	Large	3	0.1	0.674061665007076
30	Risky first	Large	4	0.25	0.8238131988103617
30	Risky first	Large	5	0.5833333333333334	1.0017022543999603
30	Risky first	Large	6	0.875	1.2858619195740404
30	Safe first	Small	0	0.16666666666666666	0.09452789628323055
30	Safe first	Small	1	0.25	0.42285411442292187
30	Safe first	Small	2	0.8333333333333334	0.5715232768456416
30	Safe first	Small	3	0.5	0.6918684053932527
30	Safe first	Small	4	0.7	0.8332730452535622
30	Safe first	Small	5	0.75	1.024299407801127
30	Safe first	Small	6	0.625	1.274571820544327
30	Safe first	Medium	0	0.3	0.09603120014195074
30	Safe first	Medium	1	0.3	0.37550003960324585
30	Safe first	Medium	2	0.5	0.5486675743827807
30	Safe first	Medium	3	0.625	0.6800047758731564
30	Safe first	Medium	4	0.8333333333333334	0.8510546756281322
30	Safe first	Medium	5	0.5	1.0311491513481554
30	Safe first	Medium	6	0.75	1.279948371849568
30	Safe first	Large	0	0.5	0.09603120014195074
30	Safe first	Large	1	0.625	0.3713247516687034
30	Safe first	Large	2	0.75	0.5277039967735649
30	Safe first	Large	3	0.8	0.674061665007076
30	Safe first	Large	4	1.0	0.8238131988103617
30	Safe first	Large	5	1.0	1.0017022543999603
30	Safe first	Large	6	0.875	1.2858619195740404
31	Risky first	Small	0	0.5833333333333334	0.4518579067527984
31	Risky first	Small	1	0.75	0.6632357659246874
31	Risky first	Small	2	0.8333333333333334	0.7796849242584791
31	Risky first	Small	3	0.75	0.8662298107232926
31	Risky first	Small	4	1.0	1.0081978524770123
31	Risky first	Small	5	1.0	1.1571446413047881
31	Risky first	Small	6	1.0	1.2789238408574484
31	Risky first	Medium	0	0.16666666666666666	0.49169661996767394
31	Risky first	Medium	1	0.0	0.671231945920339
31	Risky first	Medium	2	0.3	0.7684040881398042
31	Risky first	Medium	3	0.875	0.8938876922017334
31	Risky first	Medium	4	0.8333333333333334	0.9787474039874207
31	Risky first	Medium	5	0.7	1.0883203515937272
31	Risky first	Medium	6	0.6	1.2477707102782998
31	Risky first	Large	0	0.0	0.4172303568132615
31	Risky first	Large	1	0.0	0.6154238669278808
31	Risky first	Large	2	0.25	0.7436351392299465
31	Risky first	Large	3	0.16666666666666666	0.8486751142636274
31	Risky first	Large	4	0.25	0.9680838927831492
31	Risky first	Large	5	0.2	1.0975823970439162
31	Risky first	Large	6	0.2	1.2526562338211757
31	Safe first	Small	0	0.16666666666666666	0.4518579067527984
31	Safe first	Small	1	0.16666666666666666	0.6632357659246874
31	Safe first	Small	2	0.3333333333333333	0.7796849242584791
31	Safe first	Small	3	0.75	0.8662298107232926
31	Safe first	Small	4	1.0	1.0081978524770123
31	Safe first	Small	5	1.0	1.1571446413047881
31	Safe first	Small	6	1.0	1.2789238408574484
31	Safe first	Medium	0	0.16666666666666666	0.49169661996767394
31	Safe first	Medium	1	0.625	0.671231945920339
31	Safe first	Medium	2	0.7	0.7684040881398042
31	Safe first	Medium	3	0.625	0.8938876922017334
31	Safe first	Medium	4	0.6666666666666666	0.9787474039874207
31	Safe first	Medium	5	0.8	1.0883203515937272
31	Safe first	Medium	6	0.9	1.2477707102782998
31	Safe first	Large	0	0.0	0.4172303568132615
31	Safe first	Large	1	0.1875	0.6154238669278808
31	Safe first	Large	2	0.25	0.7436351392299465
31	Safe first	Large	3	0.3333333333333333	0.8486751142636274
31	Safe first	Large	4	0.375	0.9680838927831492
31	Safe first	Large	5	0.3	1.0975823970439162
31	Safe first	Large	6	0.3	1.2526562338211757
32	Risky first	Small	0	0.0	0.130465037207938
32	Risky first	Small	1	0.0	0.6168142323712128
32	Risky first	Small	2	0.16666666666666666	0.8011977646376695
32	Risky first	Small	3	0.0	0.9596949875695406
32	Risky first	Small	4	0.16666666666666666	1.116379653071957
32	Risky first	Small	5	0.3333333333333333	1.2478278627162627
32	Risky first	Small	6	0.25	1.3862943611198906
32	Risky first	Medium	0	0.0	0.142589961571225
32	Risky first	Medium	1	0.0	0.6317495921528274
32	Risky first	Medium	2	0.0	0.8262722383835319
32	Risky first	Medium	3	0.125	0.9568362704811725
32	Risky first	Medium	4	0.1	1.087605923649528
32	Risky first	Medium	5	0.1	1.2292640098586856
32	Risky first	Medium	6	0.0	1.3862943611198906
32	Risky first	Large	0	0.0	0.094119392808728
32	Risky first	Large	1	0.0	0.480134068279162
32	Risky first	Large	2	0.0	0.8038549117512241
32	Risky first	Large	3	0.0	0.9649540743068813
32	Risky first	Large	4	0.0	1.0760367840426501
32	Risky first	Large	5	0.1	1.214025782744827
32	Risky first	Large	6	0.2	1.3679809224147923
32	Safe first	Small	0	0.0	0.130465037207938
32	Safe first	Small	1	0.0	0.6168142323712128
32	Safe first	Small	2	0.3333333333333333	0.8011977646376695
32	Safe first	Small	3	0.3	0.9596949875695406
32	Safe first	Small	4	0.4166666666666667	1.116379653071957
32	Safe first	Small	5	0.3333333333333333	1.2478278627162627
32	Safe first	Small	6	0.5	1.3862943611198906
32	Safe first	Medium	0	0.0	0.142589961571225
32	Safe first	Medium	1	0.08333333333333333	0.6317495921528274
32	Safe first	Medium	2	0.16666666666666666	0.8262722383835319
32	Safe first	Medium	3	0.125	0.9568362704811725
32	Safe first	Medium	4	0.2	1.087605923649528
32	Safe first	Medium	5	0.6	1.2292640098586856
32	Safe first	Medium	6	0.375	1.3862943611198906
32	Safe first	Large	0	0.0	0.094119392808728
32	Safe first	Large	1	0.0	0.480134068279162
32	Safe first	Large	2	0.16666666666666666	0.8038549117512241
32	Safe first	Large	3	0.125	0.9649540743068813
32	Safe first	Large	4	0.25	1.0760367840426501
32	Safe first	Large	5	0.3	1.214025782744827
32	Safe first	Large	6	0.3	1.3679809224147923
