subject	mean	low	high	risk_profile	panel
30	0.19133644557949783	0.0774833505368949	0.31789204354635936	risk-neutral	Evidence SD (difference)
31	0.0629652854935138	0.022496067090315347	0.10428879186768647	risk-averse	Evidence SD (difference)
32	0.07819936601326598	0.015502434762697082	0.16998903524127792	risk-averse	Evidence SD (difference)
02	0.9573415406553	0.3172497136590011	1.7128573230982833	risk-seeking	Prior mu (difference)
03	-0.2836274582183033	-0.8165936220009598	0.1811387391821131	risk-neutral	Prior mu (difference)
04	1.404371892637161	0.5546616368943269	2.413189999497585	risk-averse	Prior mu (difference)
05	-0.8464634977957451	-2.0645986269292727	0.17791811139474145	risk-averse	Prior mu (difference)
06	-0.5457624424768547	-1.447448366322348	0.2476437970694927	risk-averse	Prior mu (difference)
07	-1.9473587967944839	-3.676667552727242	-0.5309796300552265	risk-averse	Prior mu (difference)
08	-0.44677997824686305	-1.5387225660108528	0.4426447426375928	risk-averse	Prior mu (difference)
09	0.5239241762646362	-0.08859657249205144	1.0737306960460737	risk-neutral	Prior mu (difference)
10	0.8327603455169	0.19141469180181359	1.5537442653330478	risk-neutral	Prior mu (difference)
11	-1.0127485806531606	-2.409058807718941	0.1452458287744025	risk-averse	Prior mu (difference)
12	0.7266565891875832	0.16931080072901983	1.3086770290864038	risk-seeking	Prior mu (difference)
13	0.7712701487736464	-0.4571464296070338	2.112510406153678	risk-averse	Prior mu (difference)
14	1.654934874848353	0.9486438133847135	2.4425799217609585	risk-seeking	Prior mu (difference)
15	-0.9819988025109677	-2.354572725630021	0.08569109291621002	risk-averse	Prior mu (difference)
16	0.13003250119290066	-0.28587266229726316	0.5094542449195769	risk-neutral	Prior mu (difference)
17	1.5384957953897778	0.8009940254794077	2.295622404408298	risk-seeking	Prior mu (difference)
18	1.220287842564637	0.7163506055418627	1.7367625737719834	risk-seeking	Prior mu (difference)
19	1.302272178361154	0.7342653287220657	1.9839157008343034	risk-neutral	Prior mu (difference)
20	-0.2218552796213115	-1.4166848466912771	1.0249766574359072	risk-averse	Prior mu (difference)
21	-0.5942348251100907	-2.0192446490418163	0.4605403909485961	risk-averse	Prior mu (difference)
22	-0.11413377874939162	-0.5296573647490441	0.28905050654068765	risk-averse	Prior mu (difference)
23	1.227278861980002	0.6954167938515541	1.8158394625777288	risk-seeking	Prior mu (difference)
25	0.12643936028153419	-1.1341740215569045	1.374789699426712	risk-neutral	Prior mu (difference)
26	1.1800426569721192	0.4182810112376485	2.013532214676771	risk-seeking	Prior mu (difference)
27	0.9472437307836653	0.5049283912722042	1.4336823167027342	risk-seeking	Prior mu (difference)
28	0.7112400456725645	-0.013187418740814305	1.459658040246127	risk-neutral	Prior mu (difference)
29	0.8288699269415394	0.5436797680522578	1.1606048843810801	risk-neutral	Prior mu (difference)
30	0.37090451346014097	0.03538955330146809	0.7052337145949208	risk-neutral	Prior mu (difference)
31	-0.6509911563466784	-2.02690178764482	0.712918417821949	risk-averse	Prior mu (difference)
32	-1.4708691958160123	-2.8674203139665986	-0.2974639388015141	risk-averse	Prior mu (difference)
02	0.028290334490069322	-0.2939840542252308	0.38392586635010817	risk-seeking	Prior std (difference)
03	-0.042126527974787026	-0.1203753549590495	0.041255581993583645	risk-neutral	Prior std (difference)
04	-0.48096991458344396	-0.8497540672040539	-0.17736064360636572	risk-averse	Prior std (difference)
05	-0.19902114187202494	-0.45949594292933277	-0.0177560003196936	risk-averse	Prior std (difference)
06	-0.16613338156061952	-0.37827207000652935	-0.009577504328090125	risk-averse	Prior std (difference)
07	-0.3470504083743865	-0.555906813554021	-0.157962471750942	risk-averse	Prior std (difference)
08	-0.3183962915313559	-0.6952338189342671	-0.04520062051073953	risk-averse	Prior std (difference)
09	0.06554146345568575	-0.26097776602862655	0.42121818613135775	risk-neutral	Prior std (difference)
10	-0.3595197517914171	-0.7106273622260209	-0.09146271686370128	risk-neutral	Prior std (difference)
11	-0.4726375259670756	-0.8070150437176273	-0.18469275290160397	risk-averse	Prior std (difference)
12	0.11817153894010635	-0.13357606100951164	0.41872548031855494	risk-seeking	Prior std (difference)
13	-0.6078783345345302	-1.0840607761497671	-0.20119149062395772	risk-averse	Prior std (difference)
14	-0.23001263654252063	-0.42548177801977893	-0.07719866767369182	risk-seeking	Prior std (difference)
15	0.06309200702896119	-0.25128211434107184	0.3876685789241303	risk-averse	Prior std (difference)
16	-0.23747928208212932	-0.43539430629538944	-0.06703501905880296	risk-neutral	Prior std (difference)
17	0.33824230520670834	0.10398917321967915	0.668642014456855	risk-seeking	Prior std (difference)
18	0.02585219414895412	-0.1295860561664658	0.1936568154670169	risk-seeking	Prior std (difference)
19	-0.34945678609009345	-0.6322727963839574	-0.12456232441886675	risk-neutral	Prior std (difference)
20	-0.5649821780685601	-1.03118971106066	-0.17882177447843797	risk-averse	Prior std (difference)
21	-0.30360361784715445	-0.6635090913074789	-0.05147566150329419	risk-averse	Prior std (difference)
22	0.00793185953078493	-0.1286986064347661	0.15481768300547244	risk-averse	Prior std (difference)
23	0.30260786066421785	0.08013454405246945	0.5889383954390428	risk-seeking	Prior std (difference)
25	-0.22601745841457463	-0.5127842377745566	-0.012314831282639327	risk-neutral	Prior std (difference)
26	-0.2849496849947321	-0.5433805956439752	-0.08036758947232575	risk-seeking	Prior std (difference)
27	0.17820512983825146	-0.026825506133206556	0.43492074373462675	risk-seeking	Prior std (difference)
28	0.1959962067778068	-0.22493533311035474	0.6711463967165675	risk-neutral	Prior std (difference)
29	-0.0005669054090357887	-0.12398436942827029	0.11023664887712376	risk-neutral	Prior std (difference)
30	-0.048544393659097684	-0.22323609803698252	0.108576089606718	risk-neutral	Prior std (difference)
31	-0.5504707273432847	-0.9420123555508799	-0.21853345266447888	risk-averse	Prior std (difference)
32	-0.14991627432226434	-0.3839852034728539	0.01753988238564841	risk-averse	Prior std (difference)
